filename,brightness,contrast
04019-2949003571.png,95.93,76.99
04051-2949003603.png,130.95,53.26
04094-2949003646.png,120.55,42.33
03988-2949003540.png,82.42,50.2
03978-2949003530.png,122.26,51.78
04078-2949003630.png,121.28,54.59
04013-2949003565.png,138.94,69.27
03964-2949003516.png,137.13,62.99
12732-271884183.png,97.6,65.73
12724-271884175.png,87.3,68.05
12561-271884012.png,111.45,68.07
12652-271884103.png,110.56,55.78
12540-271883991.png,86.46,68.09
12552-271884003.png,98.68,65.83
12618-271884069.png,94.41,61.32
12641-271884092.png,94.24,76.4
12547-271883998.png,89.75,58.84
12737-271884188.png,115.1,52.5
12562-271884013.png,85.36,66.6
12650-271884101.png,102.26,66.04
12575-271884026.png,92.0,76.57
12686-271884137.png,109.98,54.05
12653-271884104.png,97.36,67.09
12606-271884057.png,85.08,71.74
12544-271883995.png,80.27,76.59
12710-271884161.png,125.45,56.34
12625-271884076.png,96.63,61.99
12542-271883993.png,95.5,64.91
12604-271884055.png,79.96,72.95
12704-271884155.png,91.01,66.95
12718-271884169.png,104.46,61.37
12695-271884146.png,133.06,64.24
12646-271884097.png,78.79,57.26
12651-271884102.png,130.17,60.28
12679-271884130.png,96.9,58.67
12699-271884150.png,124.3,63.42
12642-271884093.png,100.21,77.97
12579-271884030.png,89.91,61.73
12692-271884143.png,84.25,62.17
12565-271884016.png,95.2,63.42
12586-271884037.png,93.85,61.27
12670-271884121.png,123.1,63.85
12584-271884035.png,96.45,71.64
12640-271884091.png,87.84,62.87
12545-271883996.png,86.13,66.06
12719-271884170.png,96.56,70.65
12637-271884088.png,107.38,67.83
12555-271884006.png,122.44,59.34
12593-271884044.png,98.09,65.47
12529-271883980.png,94.0,63.17
12689-271884140.png,104.03,60.35
12729-271884180.png,108.32,64.96
12543-271883994.png,84.06,59.12
12622-271884073.png,111.62,52.67
12611-271884062.png,94.21,68.59
12537-271883988.png,91.3,67.0
12647-271884098.png,90.29,68.26
12740-271884191.png,86.07,65.57
12578-271884029.png,117.04,55.58
12629-271884080.png,106.76,70.84
12721-271884172.png,88.85,57.97
12696-271884147.png,101.93,69.57
12730-271884181.png,112.58,60.47
12723-271884174.png,87.82,66.22
12687-271884138.png,100.79,59.26
12694-271884145.png,86.49,65.47
12661-271884112.png,95.58,69.01
12684-271884135.png,86.71,70.16
12734-271884185.png,78.91,64.41
12672-271884123.png,128.89,56.13
12528-271883979.png,89.24,67.78
12698-271884149.png,89.14,70.66
12735-271884186.png,103.94,68.0
12701-271884152.png,117.04,54.92
12707-271884158.png,91.57,66.71
12665-271884116.png,96.75,70.77
12693-271884144.png,86.3,64.32
12708-271884159.png,93.91,63.55
12726-271884177.png,87.69,66.24
12602-271884053.png,91.27,66.55
12610-271884061.png,86.21,67.84
12662-271884113.png,76.19,64.52
12571-271884022.png,88.73,71.27
12722-271884173.png,105.68,68.24
12676-271884127.png,101.97,77.4
12716-271884167.png,136.95,68.68
12551-271884002.png,103.67,57.19
12655-271884106.png,101.64,61.88
12580-271884031.png,112.08,48.3
12638-271884089.png,81.24,67.61
12531-271883982.png,91.45,70.89
12532-271883983.png,93.89,68.65
12566-271884017.png,91.57,67.06
12663-271884114.png,99.83,67.63
12706-271884157.png,88.23,63.31
12620-271884071.png,103.35,68.03
12736-271884187.png,87.72,63.03
12541-271883992.png,102.6,58.95
12669-271884120.png,109.62,63.23
12530-271883981.png,99.97,59.76
12576-271884027.png,103.28,73.55
12585-271884036.png,93.57,52.05
12697-271884148.png,102.98,69.17
12654-271884105.png,84.54,67.94
12671-271884122.png,135.71,61.14
12664-271884115.png,108.07,59.89
12703-271884154.png,86.16,68.54
12728-271884179.png,114.18,73.81
12660-271884111.png,96.0,65.87
12656-271884107.png,86.04,57.06
12548-271883999.png,79.78,66.98
12635-271884086.png,134.87,63.53
12614-271884065.png,110.65,53.02
12741-271884192.png,112.55,61.7
12743-271884194.png,86.25,66.56
12659-271884110.png,130.54,53.02
12639-271884090.png,85.63,66.09
12700-271884151.png,100.29,59.61
12691-271884142.png,103.74,62.81
12577-271884028.png,83.32,70.02
12705-271884156.png,113.29,51.52
12714-271884165.png,104.49,61.47
12546-271883997.png,104.92,70.37
12674-271884125.png,95.64,70.34
12607-271884058.png,120.15,60.38
12727-271884178.png,106.89,63.96
12592-271884043.png,79.2,66.08
12560-271884011.png,85.21,59.29
12599-271884050.png,119.15,61.84
12612-271884063.png,87.18,67.81
12570-271884021.png,73.15,63.9
12581-271884032.png,80.07,62.14
12633-271884084.png,86.23,72.43
12739-271884190.png,124.17,60.07
12595-271884046.png,102.78,54.29
12583-271884034.png,105.67,64.08
12536-271883987.png,94.66,60.09
12627-271884078.png,141.46,58.54
12582-271884033.png,83.42,73.15
12667-271884118.png,92.34,65.37
12738-271884189.png,76.19,67.23
12573-271884024.png,100.34,67.07
12559-271884010.png,83.81,60.8
12609-271884060.png,117.84,57.48
12533-271883984.png,92.65,67.51
12624-271884075.png,95.56,68.41
12688-271884139.png,101.15,59.71
12554-271884005.png,120.77,53.08
12658-271884109.png,88.3,62.15
12712-271884163.png,79.9,75.59
12616-271884067.png,84.89,64.35
12632-271884083.png,110.0,62.54
12587-271884038.png,88.23,70.06
12534-271883985.png,99.29,67.91
12572-271884023.png,109.93,63.71
12673-271884124.png,119.89,65.22
12709-271884160.png,117.08,71.24
12648-271884099.png,84.68,61.13
12613-271884064.png,91.54,75.96
12666-271884117.png,139.66,66.18
12621-271884072.png,124.05,65.66
12628-271884079.png,98.98,74.11
12556-271884007.png,112.7,69.55
12617-271884068.png,86.75,63.7
12645-271884096.png,132.71,55.22
12733-271884184.png,105.89,73.84
12713-271884164.png,106.7,67.43
12549-271884000.png,90.47,69.08
12535-271883986.png,90.4,41.77
12683-271884134.png,97.62,62.66
12668-271884119.png,98.96,62.96
12717-271884168.png,104.88,50.79
12644-271884095.png,107.79,58.65
12550-271884001.png,112.56,67.4
12591-271884042.png,100.7,62.25
12574-271884025.png,85.06,60.87
12649-271884100.png,79.61,74.31
12720-271884171.png,84.39,65.09
12538-271883989.png,116.34,69.23
12589-271884040.png,93.07,64.6
12557-271884008.png,89.11,70.17
12630-271884081.png,77.32,63.52
12742-271884193.png,84.27,65.77
12598-271884049.png,88.93,58.07
12601-271884052.png,88.55,73.56
12685-271884136.png,105.41,63.46
12568-271884019.png,109.49,60.29
12564-271884015.png,95.46,64.21
12682-271884133.png,100.08,52.22
12725-271884176.png,92.8,70.95
12680-271884131.png,121.76,62.87
12631-271884082.png,90.54,62.24
12623-271884074.png,83.16,72.09
12597-271884048.png,83.23,60.47
12619-271884070.png,95.96,61.6
12715-271884166.png,102.32,72.37
12594-271884045.png,108.44,67.07
12681-271884132.png,88.54,79.66
12675-271884126.png,100.82,57.29
12605-271884056.png,91.9,64.38
12563-271884014.png,128.9,55.53
12634-271884085.png,91.95,67.8
12690-271884141.png,121.39,68.41
12702-271884153.png,81.89,67.71
12569-271884020.png,88.02,71.15
12678-271884129.png,95.8,60.36
12711-271884162.png,112.13,59.76
12539-271883990.png,116.09,78.79
12626-271884077.png,91.19,64.17
12588-271884039.png,91.38,58.34
12567-271884018.png,82.08,64.28
12600-271884051.png,75.59,63.22
12731-271884182.png,105.9,65.65
12553-271884004.png,90.24,57.14
12636-271884087.png,100.25,67.64
12603-271884054.png,131.98,57.62
12643-271884094.png,96.93,68.17
12657-271884108.png,114.45,47.89
12615-271884066.png,99.8,67.76
12596-271884047.png,99.64,75.4
12608-271884059.png,102.01,58.05
12590-271884041.png,143.46,58.68
12558-271884009.png,87.82,64.28
12677-271884128.png,82.27,78.16
06999-1822453693.png,115.12,62.3
07039-1822453733.png,112.54,62.76
06924-1822453618.png,99.41,51.65
07040-1822453734.png,114.46,59.26
07093-1822453787.png,122.57,47.1
07125-1822453819.png,96.48,37.36
07012-1822453706.png,141.0,58.0
07119-1822453813.png,121.19,46.02
07004-1822453698.png,113.52,62.15
07087-1822453781.png,159.03,73.53
07046-1822453740.png,117.12,64.58
07074-1822453768.png,116.77,32.65
06939-1822453633.png,100.03,37.26
07077-1822453771.png,99.65,66.69
07078-1822453772.png,188.28,61.11
07037-1822453731.png,111.23,32.12
07036-1822453730.png,102.64,57.86
06949-1822453643.png,108.67,63.58
06933-1822453627.png,145.6,53.44
06995-1822453689.png,108.55,40.43
07104-1822453798.png,135.99,71.51
07020-1822453714.png,124.43,52.45
07103-1822453797.png,147.39,56.31
07045-1822453739.png,132.91,53.62
06943-1822453637.png,99.38,48.73
07035-1822453729.png,116.11,39.0
06918-1822453612.png,97.49,44.88
07067-1822453761.png,97.16,55.71
06948-1822453642.png,105.16,32.91
07006-1822453700.png,86.64,53.15
07063-1822453757.png,148.08,40.7
07007-1822453701.png,113.8,62.06
06951-1822453645.png,113.74,62.78
07120-1822453814.png,118.22,59.68
07011-1822453705.png,123.36,49.0
07066-1822453760.png,114.33,59.79
07049-1822453743.png,102.62,32.65
06989-1822453683.png,127.33,42.15
06958-1822453652.png,104.07,49.59
06912-1822453606.png,114.77,55.18
06964-1822453658.png,112.86,47.81
07033-1822453727.png,116.45,60.71
07107-1822453801.png,130.49,39.86
07016-1822453710.png,115.33,33.21
07081-1822453775.png,97.24,61.29
06997-1822453691.png,104.77,54.48
07122-1822453816.png,153.63,65.95
06996-1822453690.png,111.47,82.84
06988-1822453682.png,115.28,44.36
07108-1822453802.png,111.61,64.05
06976-1822453670.png,91.42,68.62
06945-1822453639.png,106.33,31.84
06944-1822453638.png,101.77,50.96
06915-1822453609.png,108.52,41.6
07019-1822453713.png,114.3,44.22
07047-1822453741.png,122.21,59.48
07064-1822453758.png,120.92,32.89
07118-1822453812.png,133.01,47.97
07126-1822453820.png,98.18,49.13
06983-1822453677.png,132.9,42.56
07092-1822453786.png,116.9,68.84
07076-1822453770.png,103.66,63.69
07032-1822453726.png,99.42,63.2
06914-1822453608.png,112.13,61.34
07088-1822453782.png,148.28,60.33
07117-1822453811.png,125.96,46.33
07055-1822453749.png,128.92,36.89
06974-1822453668.png,138.84,42.83
06917-1822453611.png,103.27,53.98
06919-1822453613.png,110.56,57.58
07071-1822453765.png,175.37,91.9
07054-1822453748.png,105.75,44.49
07010-1822453704.png,112.9,67.61
07044-1822453738.png,112.71,43.63
06937-1822453631.png,109.92,51.63
07008-1822453702.png,91.17,56.42
07091-1822453785.png,94.15,38.36
06942-1822453636.png,108.67,54.61
06920-1822453614.png,103.82,67.86
06963-1822453657.png,100.46,61.43
07031-1822453725.png,151.82,78.87
06978-1822453672.png,117.84,57.93
06947-1822453641.png,113.71,31.68
07113-1822453807.png,99.64,46.53
07116-1822453810.png,104.79,51.3
07015-1822453709.png,101.86,45.87
07073-1822453767.png,127.05,63.42
07000-1822453694.png,116.52,42.68
07080-1822453774.png,108.7,67.61
07048-1822453742.png,163.31,57.56
06926-1822453620.png,114.37,37.55
07005-1822453699.png,96.21,51.76
06977-1822453671.png,104.62,37.66
07102-1822453796.png,107.23,63.81
06984-1822453678.png,119.31,43.56
07061-1822453755.png,104.01,49.03
07101-1822453795.png,134.07,55.45
06991-1822453685.png,178.35,55.55
07013-1822453707.png,103.54,52.6
06953-1822453647.png,102.06,57.85
06990-1822453684.png,125.32,51.1
06938-1822453632.png,109.23,47.15
07021-1822453715.png,143.31,66.16
07018-1822453712.png,85.84,34.63
07094-1822453788.png,114.99,38.34
07022-1822453716.png,126.65,66.03
07041-1822453735.png,107.87,45.17
07079-1822453773.png,117.4,64.9
07086-1822453780.png,125.84,54.57
06979-1822453673.png,123.48,46.28
06971-1822453665.png,100.84,46.95
07024-1822453718.png,104.59,57.14
07123-1822453817.png,132.77,53.85
07090-1822453784.png,126.2,53.02
07001-1822453695.png,134.98,67.25
07075-1822453769.png,164.31,64.28
07068-1822453762.png,128.68,61.81
07109-1822453803.png,129.86,63.35
06922-1822453616.png,117.42,56.92
07003-1822453697.png,107.92,58.02
06932-1822453626.png,98.05,64.0
06960-1822453654.png,94.8,62.58
07115-1822453809.png,150.31,40.81
07105-1822453799.png,156.78,50.2
07051-1822453745.png,106.59,62.28
06927-1822453621.png,98.73,57.36
06993-1822453687.png,102.24,46.57
07028-1822453722.png,101.41,62.97
06992-1822453686.png,79.97,39.88
07030-1822453724.png,133.7,41.52
06961-1822453655.png,115.94,49.17
07009-1822453703.png,110.29,41.61
07060-1822453754.png,128.69,60.71
07121-1822453815.png,103.94,70.63
07026-1822453720.png,107.23,55.78
07065-1822453759.png,96.62,72.85
07027-1822453721.png,164.51,54.88
06929-1822453623.png,114.05,49.05
07124-1822453818.png,152.39,52.03
07023-1822453717.png,130.91,53.47
06931-1822453625.png,105.09,54.24
06973-1822453667.png,144.57,46.87
06975-1822453669.png,106.37,41.19
07059-1822453753.png,122.82,31.64
06967-1822453661.png,104.7,39.31
07089-1822453783.png,114.67,64.01
06913-1822453607.png,109.58,54.37
06959-1822453653.png,109.97,59.08
07025-1822453719.png,112.21,38.91
06969-1822453663.png,125.23,37.99
07034-1822453728.png,116.14,52.29
07043-1822453737.png,133.39,52.14
06965-1822453659.png,132.04,52.69
06986-1822453680.png,94.01,49.7
06954-1822453648.png,145.83,38.93
07014-1822453708.png,131.16,53.01
06987-1822453681.png,117.06,51.22
06921-1822453615.png,124.3,64.98
07082-1822453776.png,119.95,55.04
06962-1822453656.png,121.93,56.67
06968-1822453662.png,117.84,36.94
07072-1822453766.png,117.32,52.15
07042-1822453736.png,120.0,44.3
06970-1822453664.png,99.81,64.62
07083-1822453777.png,105.29,45.95
06998-1822453692.png,118.09,48.8
07038-1822453732.png,133.81,46.59
07100-1822453794.png,130.47,44.44
07106-1822453800.png,112.4,59.57
06916-1822453610.png,122.14,33.84
07098-1822453792.png,98.31,71.68
06980-1822453674.png,96.97,62.8
06957-1822453651.png,87.54,50.88
06952-1822453646.png,141.56,50.46
06972-1822453666.png,117.48,65.93
06946-1822453640.png,132.11,48.6
07111-1822453805.png,103.67,37.79
06982-1822453676.png,127.47,36.95
07127-1822453821.png,107.85,50.01
07114-1822453808.png,157.63,70.65
06925-1822453619.png,110.4,49.08
07058-1822453752.png,108.84,55.68
06985-1822453679.png,155.91,51.08
07097-1822453791.png,102.85,64.14
07029-1822453723.png,103.78,36.44
06950-1822453644.png,136.29,62.9
07002-1822453696.png,119.25,52.72
07053-1822453747.png,123.69,49.33
06928-1822453622.png,100.04,56.29
06941-1822453635.png,141.36,50.47
07084-1822453778.png,146.95,62.19
06994-1822453688.png,124.03,40.28
06966-1822453660.png,115.15,44.26
07095-1822453789.png,109.72,46.55
06981-1822453675.png,101.32,59.97
07069-1822453763.png,109.35,59.22
06930-1822453624.png,150.38,62.21
06934-1822453628.png,113.22,64.58
06956-1822453650.png,117.96,45.08
06923-1822453617.png,111.36,61.12
07050-1822453744.png,161.52,46.44
06940-1822453634.png,104.1,51.7
07056-1822453750.png,91.82,36.76
07062-1822453756.png,108.4,43.17
07057-1822453751.png,118.44,62.02
07096-1822453790.png,135.35,53.18
07112-1822453806.png,102.15,60.53
06955-1822453649.png,121.05,56.31
06936-1822453630.png,118.51,60.41
07017-1822453711.png,97.29,41.93
07070-1822453764.png,125.39,55.45
06935-1822453629.png,140.72,67.37
07099-1822453793.png,134.14,47.06
07110-1822453804.png,130.52,46.83
07052-1822453746.png,141.34,48.46
07085-1822453779.png,147.05,63.16
06174-589265476.png,86.89,70.29
06149-589265451.png,93.05,67.67
06117-589265419.png,89.05,62.52
06103-589265405.png,86.55,63.96
06170-589265472.png,80.49,58.11
06214-589265516.png,95.57,69.25
06253-589265555.png,80.61,66.54
06196-589265498.png,93.18,62.36
06260-589265562.png,77.95,61.35
06167-589265469.png,93.48,64.61
06231-589265533.png,86.02,61.08
06203-589265505.png,90.99,66.19
06104-589265406.png,100.18,62.63
06182-589265484.png,91.34,57.47
06189-589265491.png,90.03,64.21
06201-589265503.png,92.48,65.8
06120-589265422.png,101.06,66.14
06255-589265557.png,88.31,71.03
06121-589265423.png,92.48,64.47
06257-589265559.png,85.82,66.17
06163-589265465.png,93.38,60.04
06218-589265520.png,96.82,61.51
06177-589265479.png,92.35,60.39
06057-589265359.png,100.35,70.42
06147-589265449.png,92.85,61.8
06164-589265466.png,105.99,69.1
06198-589265500.png,86.35,64.44
06095-589265397.png,91.15,65.46
06197-589265499.png,101.94,65.1
06152-589265454.png,91.9,64.23
06142-589265444.png,89.83,72.01
06204-589265506.png,89.55,64.77
06234-589265536.png,95.28,73.45
06250-589265552.png,83.51,64.63
06090-589265392.png,78.47,53.72
06244-589265546.png,82.77,63.54
06064-589265366.png,83.07,63.88
06157-589265459.png,98.31,56.94
06072-589265374.png,84.91,63.24
06192-589265494.png,90.84,60.81
06107-589265409.png,84.28,63.92
06190-589265492.png,103.97,60.13
06083-589265385.png,84.99,59.66
06252-589265554.png,93.78,44.37
06099-589265401.png,95.05,66.36
06221-589265523.png,102.3,73.84
06185-589265487.png,81.32,58.63
06220-589265522.png,95.07,63.56
06168-589265470.png,101.16,71.04
06138-589265440.png,86.88,67.01
06086-589265388.png,83.58,57.42
06054-589265356.png,85.36,61.31
06105-589265407.png,88.51,69.01
06212-589265514.png,92.19,63.53
06135-589265437.png,85.07,63.47
06113-589265415.png,90.45,70.17
06176-589265478.png,94.53,68.72
06080-589265382.png,85.23,54.7
06071-589265373.png,84.28,68.01
06073-589265375.png,84.5,57.7
06124-589265426.png,96.4,68.67
06112-589265414.png,91.46,63.68
06079-589265381.png,81.6,55.37
06191-589265493.png,93.79,69.92
06091-589265393.png,90.91,62.17
06062-589265364.png,80.16,68.47
06165-589265467.png,88.85,62.94
06211-589265513.png,95.74,69.05
06209-589265511.png,87.3,63.25
06049-589265351.png,82.46,60.19
06228-589265530.png,79.88,57.89
06084-589265386.png,94.07,74.71
06094-589265396.png,87.84,68.69
06263-589265565.png,101.46,67.77
06180-589265482.png,91.05,64.63
06166-589265468.png,95.25,67.79
06055-589265357.png,93.06,69.99
06096-589265398.png,86.2,62.55
06159-589265461.png,77.96,61.67
06078-589265380.png,90.58,56.34
06068-589265370.png,81.51,62.68
06202-589265504.png,95.38,68.07
06118-589265420.png,88.54,46.57
06092-589265394.png,79.18,65.24
06067-589265369.png,88.64,61.48
06052-589265354.png,103.16,72.45
06238-589265540.png,104.16,68.43
06242-589265544.png,88.88,63.52
06188-589265490.png,89.54,65.45
06074-589265376.png,92.95,64.0
06059-589265361.png,89.48,70.7
06213-589265515.png,94.2,60.22
06161-589265463.png,92.42,63.02
06148-589265450.png,86.59,64.81
06076-589265378.png,96.43,61.44
06098-589265400.png,90.74,66.96
06262-589265564.png,85.4,66.36
06128-589265430.png,105.74,76.39
06056-589265358.png,86.09,64.85
06172-589265474.png,83.25,66.89
06215-589265517.png,99.23,67.44
06123-589265425.png,81.74,65.5
06243-589265545.png,95.21,71.1
06208-589265510.png,75.94,52.08
06173-589265475.png,90.99,69.21
06063-589265365.png,94.6,67.85
06217-589265519.png,98.54,58.76
06051-589265353.png,95.23,65.49
06129-589265431.png,89.46,70.54
06224-589265526.png,117.43,75.18
06133-589265435.png,96.38,61.06
06154-589265456.png,84.89,62.53
06223-589265525.png,97.4,61.46
06236-589265538.png,96.13,70.66
06247-589265549.png,87.96,61.05
06207-589265509.png,90.76,69.2
06097-589265399.png,79.93,57.29
06186-589265488.png,95.36,68.14
06241-589265543.png,93.43,61.24
06169-589265471.png,92.05,64.52
06088-589265390.png,94.04,68.01
06219-589265521.png,92.66,65.92
06162-589265464.png,90.78,66.54
06146-589265448.png,97.52,69.62
06111-589265413.png,81.77,57.74
06060-589265362.png,87.81,71.13
06239-589265541.png,90.86,63.8
06254-589265556.png,98.35,72.34
06151-589265453.png,97.87,69.26
06066-589265368.png,87.48,67.17
06119-589265421.png,82.41,62.77
06093-589265395.png,90.46,65.61
06229-589265531.png,94.53,63.06
06144-589265446.png,97.88,67.17
06246-589265548.png,92.36,72.48
06160-589265462.png,88.18,64.42
06114-589265416.png,93.52,71.87
06125-589265427.png,85.55,52.29
06085-589265387.png,77.82,64.34
06102-589265404.png,81.7,57.56
06205-589265507.png,91.48,53.49
06150-589265452.png,139.67,75.2
06155-589265457.png,97.13,68.21
06116-589265418.png,83.02,60.51
06249-589265551.png,96.8,66.78
06194-589265496.png,131.57,67.53
06235-589265537.png,87.73,61.31
06106-589265408.png,91.98,64.33
06145-589265447.png,81.37,65.88
06200-589265502.png,91.04,56.2
06077-589265379.png,95.36,62.78
06061-589265363.png,99.94,67.59
06139-589265441.png,92.98,66.04
06100-589265402.png,92.49,63.15
06256-589265558.png,93.23,66.15
06193-589265495.png,91.88,63.94
06259-589265561.png,89.32,65.99
06082-589265384.png,84.63,65.95
06122-589265424.png,81.76,65.18
06226-589265528.png,91.45,63.88
06230-589265532.png,96.78,67.44
06206-589265508.png,79.39,56.58
06184-589265486.png,81.44,60.66
06187-589265489.png,92.55,61.13
06181-589265483.png,101.27,67.23
06143-589265445.png,80.68,56.52
06109-589265411.png,92.74,66.65
06232-589265534.png,85.56,61.96
06141-589265443.png,75.33,54.12
06195-589265497.png,97.26,61.43
06233-589265535.png,91.02,65.37
06258-589265560.png,88.57,61.55
06053-589265355.png,85.12,68.74
06126-589265428.png,80.35,66.22
06131-589265433.png,93.37,64.02
06065-589265367.png,86.14,55.62
06137-589265439.png,98.26,70.48
06140-589265442.png,92.3,66.13
06070-589265372.png,92.64,71.81
06110-589265412.png,94.56,69.04
06245-589265547.png,92.26,64.08
06240-589265542.png,90.38,61.39
06081-589265383.png,98.35,63.13
06210-589265512.png,89.29,60.15
06225-589265527.png,89.63,61.68
06158-589265460.png,76.3,58.7
06069-589265371.png,80.88,60.91
06108-589265410.png,83.77,63.98
06058-589265360.png,89.47,63.59
06075-589265377.png,95.05,64.59
06087-589265389.png,92.68,63.46
06183-589265485.png,85.86,58.6
06222-589265524.png,85.33,63.01
06251-589265553.png,92.0,64.06
06237-589265539.png,90.33,53.36
06248-589265550.png,94.93,73.7
06156-589265458.png,90.51,70.2
06153-589265455.png,75.67,58.91
06171-589265473.png,88.11,62.66
06089-589265391.png,98.99,63.68
06199-589265501.png,96.0,68.46
06050-589265352.png,83.68,63.41
06127-589265429.png,85.28,53.8
06101-589265403.png,88.38,57.47
06227-589265529.png,98.68,63.06
06178-589265480.png,82.89,60.97
06136-589265438.png,89.69,69.2
06115-589265417.png,80.94,60.94
06134-589265436.png,84.03,68.06
06132-589265434.png,88.86,61.98
06261-589265563.png,85.7,56.79
06179-589265481.png,93.16,65.41
06130-589265432.png,98.64,72.25
06216-589265518.png,85.8,64.49
06048-589265350.png,86.28,55.98
06175-589265477.png,88.12,69.43
12067-2534410278.png,112.94,54.32
12055-2534410266.png,111.74,66.46
12033-2534410244.png,111.95,64.82
11912-2534410123.png,121.55,62.62
11962-2534410173.png,130.25,52.65
12089-2534410300.png,115.04,52.66
12075-2534410286.png,102.28,56.3
12004-2534410215.png,106.6,63.15
11968-2534410179.png,108.77,70.62
12094-2534410305.png,93.64,50.6
12056-2534410267.png,149.22,87.65
12012-2534410223.png,103.22,75.25
11979-2534410190.png,108.35,51.94
11913-2534410124.png,97.3,72.2
11956-2534410167.png,111.14,64.53
12070-2534410281.png,116.83,50.3
11989-2534410200.png,109.17,61.37
12071-2534410282.png,105.54,76.01
12061-2534410272.png,133.78,57.03
11967-2534410178.png,104.54,52.53
11926-2534410137.png,100.39,59.58
12068-2534410279.png,112.34,59.3
11993-2534410204.png,109.36,59.79
11909-2534410120.png,106.81,64.83
11974-2534410185.png,111.93,64.78
12049-2534410260.png,95.61,69.42
12053-2534410264.png,107.29,57.26
11889-2534410100.png,115.5,70.71
11918-2534410129.png,111.09,52.18
11983-2534410194.png,94.49,48.44
11934-2534410145.png,115.35,65.28
11996-2534410207.png,114.21,74.35
12000-2534410211.png,111.84,72.98
12051-2534410262.png,111.76,60.51
12005-2534410216.png,103.97,70.06
11951-2534410162.png,93.22,55.65
11945-2534410156.png,103.7,62.18
12069-2534410280.png,107.43,72.88
11981-2534410192.png,109.95,62.69
11975-2534410186.png,108.29,73.27
12008-2534410219.png,102.16,69.92
11999-2534410210.png,112.94,61.32
11958-2534410169.png,97.93,61.32
11970-2534410181.png,139.17,77.18
12038-2534410249.png,104.19,57.49
11932-2534410143.png,108.3,64.37
12086-2534410297.png,92.62,65.47
12025-2534410236.png,132.84,63.97
11886-2534410097.png,118.42,70.76
12031-2534410242.png,114.84,67.72
12090-2534410301.png,111.05,62.82
11997-2534410208.png,104.05,68.91
12076-2534410287.png,101.77,62.08
11929-2534410140.png,103.15,63.04
12002-2534410213.png,92.84,63.09
11982-2534410193.png,103.88,64.77
12072-2534410283.png,116.5,58.57
11961-2534410172.png,82.47,69.89
11959-2534410170.png,103.16,69.89
12074-2534410285.png,113.87,43.83
11976-2534410187.png,119.43,78.37
11891-2534410102.png,102.77,63.15
11972-2534410183.png,102.1,65.01
11977-2534410188.png,122.12,74.21
11904-2534410115.png,110.81,54.81
11944-2534410155.png,120.64,58.66
11940-2534410151.png,98.45,59.35
11880-2534410091.png,114.92,53.58
11887-2534410098.png,117.12,53.87
11890-2534410101.png,124.7,66.54
12080-2534410291.png,94.33,59.39
11986-2534410197.png,108.28,59.24
12018-2534410229.png,119.28,68.33
11914-2534410125.png,105.25,66.52
12085-2534410296.png,117.74,50.31
11985-2534410196.png,104.69,61.75
11882-2534410093.png,120.3,45.11
11899-2534410110.png,98.41,70.28
11907-2534410118.png,105.01,55.45
12006-2534410217.png,109.54,56.32
11931-2534410142.png,124.88,69.4
12032-2534410243.png,139.42,66.42
11916-2534410127.png,101.66,71.46
11955-2534410166.png,120.78,70.09
12043-2534410254.png,106.29,73.94
12036-2534410247.png,96.58,70.34
11902-2534410113.png,98.01,75.09
12047-2534410258.png,122.47,64.69
12034-2534410245.png,100.1,51.49
11992-2534410203.png,115.23,68.3
12083-2534410294.png,121.8,46.99
11933-2534410144.png,103.45,79.56
12037-2534410248.png,108.2,67.27
12003-2534410214.png,109.7,53.42
12081-2534410292.png,100.49,63.27
11966-2534410177.png,103.54,78.91
11927-2534410138.png,106.77,61.83
11978-2534410189.png,121.87,65.96
11995-2534410206.png,114.9,72.41
11885-2534410096.png,98.5,85.56
11921-2534410132.png,116.19,62.09
11990-2534410201.png,114.34,67.84
11906-2534410117.png,107.02,60.73
11943-2534410154.png,112.32,69.28
12050-2534410261.png,109.02,62.02
11928-2534410139.png,100.42,69.9
12014-2534410225.png,98.6,76.86
11953-2534410164.png,110.7,48.93
12095-2534410306.png,107.56,77.85
11896-2534410107.png,109.84,49.55
12077-2534410288.png,105.85,60.57
11905-2534410116.png,104.76,46.98
11892-2534410103.png,109.82,56.44
11947-2534410158.png,112.55,73.88
11973-2534410184.png,102.73,61.11
12041-2534410252.png,103.94,63.81
11894-2534410105.png,111.15,61.41
11920-2534410131.png,102.03,74.3
11924-2534410135.png,120.78,42.03
12023-2534410234.png,101.19,65.36
11969-2534410180.png,132.26,83.63
11911-2534410122.png,99.4,81.43
11957-2534410168.png,115.58,54.43
11994-2534410205.png,103.25,64.57
12007-2534410218.png,113.21,73.16
11948-2534410159.png,110.51,60.64
12030-2534410241.png,117.98,70.49
12062-2534410273.png,101.51,60.11
12082-2534410293.png,109.2,47.8
12079-2534410290.png,116.14,69.26
11988-2534410199.png,98.6,59.0
12042-2534410253.png,102.54,53.43
12027-2534410238.png,126.99,74.0
12092-2534410303.png,99.68,60.84
11946-2534410157.png,105.76,44.48
11895-2534410106.png,113.32,68.71
12028-2534410239.png,108.11,40.98
12066-2534410277.png,129.24,61.69
12001-2534410212.png,90.98,79.16
11980-2534410191.png,118.0,64.07
12035-2534410246.png,108.02,65.71
11960-2534410171.png,103.45,53.71
11984-2534410195.png,115.15,62.52
12040-2534410251.png,95.05,70.32
11936-2534410147.png,107.35,69.62
